audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-08742,SITE-006,2025-07-17,,52.2,Emergency Response,Even outside television security cause time could able dream none image control.,Accept notice others north collection old.,James Powell,In Progress
AUD-07088,SITE-004,2025-11-25,2025-12-10,86.5,Environmental Monitoring,Recently understand career though military particular possible agreement degree level very month company side message almost.,Example weight operation official operation few throughout drive teacher field more.,Ashley Russell,Closed
AUD-05506,SITE-004,28/01/2025,2025-02-14,76.1,Environmental Monitoring,My suddenly you ok nor still everything hospital however close represent.,Ready myself identify nation despite our picture dark stuff work.,Albert Price,Closed
AUD-06179,SITE-002,2026-05-16,,78.9,Emergency Response,Win sign interesting exactly over through wide type call decade speak involve some head author news.,Onto hair us international rock.,Alyssa Johnson,Open
AUD-09079,SITE-005,2025-11-08,,68.3,Safety Equipment,Blue recent community popular piece mouth hope deal they beautiful.,Major any executive alone special matter necessary money believe cost.,Brianna Allen DDS,In Progress
AUD-00205,SITE-005,2024-12-21,2024-12-31,53.3,Documentation,Whom nature someone scientist similar collection a card represent amount follow physical century car book we smile.,Wife tell son day wonder Mrs thus.,Erica Evans,Closed
AUD-07489,SITE-006,2024-03-01,,66.0,Emergency Response,Record name close draw world performance series side tell explain professor million Mrs eat successful car two.,Adult ever great eye young month forward ever bring reach.,Kristina Chaney,In Progress
AUD-06532,SITE-006,2025-05-25,2025-07-12,67.0,Leak Detection,Question forward move their win which push support card kitchen president scene according computer task information relate government.,Find cell almost serve fine box decision interview movement develop.,Ricky Cole,Closed
AUD-04419,SITE-005,2025-01-02,2025-01-09,73.0,Maintenance Backlog,Believe sing follow sense any phone house dark tree reach people human.,Owner short situation anyone clearly serve.,Lisa Roberts,Closed
AUD-01647,SITE-003,2024-04-09,,58.4,Safety Equipment,Appear instead total amount senior who or leader reality particular music thank station within begin relate financial significant size food believe carry anyone worker beyond big.,Street young get catch ready leg human no model.,Deborah Bennett,In Progress
AUD-08869,SITE-001,2024-07-02,,86.6,Maintenance Backlog,Reach power especially I bank news late participant edge fish far democratic sit face grow major true.,,Nathaniel Murray,In Progress
AUD-01767,SITE-001,2024-07-31,,79.8,Personnel Training,Information reason man try employee reveal spend grow.,Concern actually down owner hour six.,Melissa Roy,In Progress
AUD-09018,SITE-004,2025-11-17,2025-12-09,82.0,Maintenance Backlog,Enough unit evening front town listen leave soon change mouth reveal really others new machine through structure identify fight attention.,Walk account wrong how since between four chair mind.,Curtis Shea,Closed
AUD-08752,SITE-001,2024-03-22,,77.8,Maintenance Backlog,Control dog wife action state three reason generation today build fight simply lead back.,Space just language skin pressure.,Joyce Terry,Open
AUD-00360,SITE-004,2026-04-04,2026-04-19,89.6,Documentation,Ability four response speech either accept professional.,Forward yet with interest catch radio form.,Brian Ford,Closed
AUD-06248,SITE-005,2026-05-29,2026-06-09,150.9,Leak Detection,Work sister bag board painting according determine.,Market prepare mention region pattern blood training.,Derek Gonzales,Closed
AUD-09163,SITE-002,2024-06-05,2024-06-18,86.4,Safety Equipment,International moment scientist nearly experience college away four inside create participant since marriage simply serve there up think image young next cause.,Computer court appear give political realize issue.,Julie Wise,Closed
AUD-02568,SITE-005,2024-03-27,2024-04-20,89.8,Emergency Response,Professional miss night billion method time ever test test trial and single agreement show compare themselves everything body.,Both use necessary example common anyone.,Jonathan Fisher,Closed
AUD-06892,SITE-006,2026-04-04,2026-06-27,49.8,Environmental Monitoring,Determine law company because take dog field must character network.,,Rhonda Fox,Closed
AUD-07440,SITE-001,2026-02-11,2026-03-07,87.2,Maintenance Backlog,Opportunity local include last son yard court.,,Allen Norris,Closed
AUD-05335,SITE-003,2025-05-26,2025-07-16,61.6,Leak Detection,Property build yourself body party cold better keep first finish writer activity use land check light.,,Christine Blankenship,Closed
AUD-09107,SITE-005,2024-02-27,,69.8,Environmental Monitoring,Eight account break need ok road.,Manage look prove live color.,Nancy Hanson,Open
AUD-06635,SITE-005,2026-03-28,,92.4,Personnel Training,Huge feeling need lose if happy just again four power suddenly federal actually.,,Alicia Warner,Open
AUD-01823,SITE-002,2025-09-06,13-Sep-2025,69.4,Emergency Response,Politics grow box share economy city improve hope.,Civil discussion ground together president national process change about there throw.,Julie Evans,Closed
AUD-01263,SITE-001,2024-04-20,2024-04-25,84.5,Documentation,Write perform step process point.,Science institution bank whom personal issue.,Joseph Jimenez,Closed
AUD-03582,SITE-002,2024-08-14,2024-09-11,87.7,Emergency Response,Foot fear interesting national rest loss call control where partner cell yard thing some process prevent player meet hear fight Mrs reach pay computer too color write.,,Denise Smith,Closed
AUD-03749,SITE-002,2024-05-28,2024-06-24,83.7,Emergency Response,Sense region close treatment when eye behavior wife sense available own score popular while TV medical table process next traditional significant because.,Force involve ago reality consider without democratic generation game quite special six computer resource real.,Kristen Smith,Closed
AUD-07436,SITE-002,2025-03-19,,67.2,Emergency Response,According father ok prevent example item animal see group option song either.,,Courtney Mcguire,Open
AUD-05326,SITE-004,2024-09-24,2024-09-29,96.7,Safety Equipment,Majority wife necessary various sit much.,Away than exist stuff woman glass let.,Deanna Ball,Closed
AUD-05110,SITE-004,04/04/2025,2025-04-30,79.8,Emergency Response,Across three service significant simple actually product open know get less indicate day officer light.,Article up weight door hear rule foreign.,Jeffrey Grant,Closed
AUD-00219,SITE-003,2025-09-12,28-Nov-2025,52.6,Maintenance Backlog,Billion each approach this ten person whom push future former agreement however set under exactly seek stock turn smile enjoy kid result east trouble.,Me million need media ever same experience.,Richard Robinson,Closed
AUD-07484,SITE-001,2024-10-12,2024-10-22,61.1,Documentation,Prepare speak moment reason building wonder game certain suddenly home crime clearly book role left find message our music.,Next type five explain world because glass customer.,Elizabeth Villanueva,Closed
AUD-06065,SITE-004,2026-05-18,2026-06-06,85.2,Leak Detection,Partner consumer perhaps send executive bring line sign society that method year field agency.,Pressure test husband factor information along.,Matthew Fletcher,Closed
AUD-02577,SITE-001,2025-06-28,2025-07-18,81.9,Containment Integrity,Born son those blood however operation control bring near discover now few.,,Theodore Lozano,Closed
AUD-00103,SITE-001,2024-03-01,26/03/2024,81.2,Containment Integrity,Assume majority trip father staff laugh once drug response difficult international skill central next medical card too term economic compare.,Interview student bag fine attorney least.,Monica Newman,Closed
AUD-04872,SITE-004,2024-03-14,2024-03-29,92.5,Emergency Response,Fire fact those power appear production four TV data study.,Clear everybody never friend indeed child clearly television go.,Carolyn Ellis,Closed
AUD-00113,SITE-004,2024-03-14,,68.3,Leak Detection,Listen write assume up low kitchen occur produce able radio trip laugh simply during trial music simply.,,Jason Williams,In Progress
AUD-00946,SITE-005,2026-05-26,2026-04-27,95.4,Containment Integrity,Turn production job magazine same rate others success risk shoulder.,Remain way grow recent behind law body word.,Justin Kane,Closed
AUD-01436,SITE-005,2025-04-25,,-7.7,Documentation,Real election base economic agree stage chance visit end follow.,,Kristy Bray DVM,Open
AUD-04013,SITE-006,2026-03-01,2026-05-20,50.4,Documentation,East else suggest gun bank I air single.,Face kid maintain theory fact it cup memory campaign series deal.,Dana Bonilla,Closed
AUD-09305,SITE-003,2024-12-23,2025-02-04,50.0,Personnel Training,Film student magazine television oil executive plan run city much perform beautiful land.,Sure event magazine away song lay real accept system court always.,Marvin Dougherty,Closed
AUD-05025,SITE-005,2026-05-11,2026-06-10,89.8,Documentation,Large world leg look now just recognize represent hair my.,President doctor how nothing step.,Kenneth Mendoza,Closed
AUD-05252,SITE-003,08-Aug-2024,,56.7,Safety Equipment,Economic wonder blue consumer her ten reason rest effort.,Mention nice job enter now sister tax price church key source town bad data less.,Luis Salas,In Progress
AUD-02729,SITE-004,2026-03-10,2026-04-02,85.7,Maintenance Backlog,Morning mother service fire number court almost weight employee too.,Step very move official popular though.,Roberta Miller,Closed
AUD-04250,SITE-003,2024-10-06,,41.1,Environmental Monitoring,Keep year successful worry exactly worker national.,Remain eight thought something find population account name.,Anne Lewis,Open
AUD-05742,SITE-004,2024-06-29,,74.2,Personnel Training,Experience wife wear various difficult home hotel already save every traditional knowledge whole increase process.,,Pamela Cook,In Progress
AUD-02601,SITE-001,2025-05-02,2025-05-13,89.2,Documentation,Upon health inside including plan miss money maybe film choose high agreement our.,,Melissa Herrera,Closed
AUD-08054,SITE-002,2024-03-24,,66.0,Maintenance Backlog,Happen approach least concern personal statement couple successful skin between claim paper.,Address camera second PM news away admit evening service claim explain take example its rich.,Michael Nguyen,In Progress
AUD-00077,SITE-005,2024-11-09,2024-12-01,94.5,Safety Equipment,Choice condition door worry he others ahead toward develop surface low this space expert floor agreement until evening expert partner nearly watch beat page less any.,Economic share check reduce sometimes book training arm.,Mark Montgomery,Closed
AUD-02294,SITE-002,2026-04-13,2026-04-25,84.1,Emergency Response,Yet ground Mr next against difficult wonder high camera perform expect we.,According develop somebody article fire again chair foreign know.,Sarah Willis,Closed
