incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-00011,SITE-002,-4.035095,39.65837,2023-08-05,Equipment Failure,High,58.4,Day onto discuss two group window if value rule.,Sensor Malfunction,20.4,Closed
INC-03008,SITE-004,-0.322461,36.099604,2024-04-01,Near Miss,Medium,80.8,Will mother happy central lay stuff.,Valve Failure,1.9,Closed
INC-03702,SITE-001,-1.312276,36.806406,2026-06-07,Spill,Medium,69.6,Where writer fall less different century understand despite.,Valve Failure,3.2,Under Investigation
INC-03947,SITE-002,-4.019819,39.695544,2026-02-15,Near Miss,Medium,79.4,Threat ability grow north address where where service southern.,Valve Failure,11.9,Closed
INC-02935,SITE-005,0.492676,35.289713,2025-08-22,Spill,High,68.0,Candidate admit mission whom Mrs yourself off image perhaps remain our above western.,,8.2,Closed
INC-05462,SITE-006,0.058015,35.479669,2025-01-06,Fire,High,44.8,Point person exist Mr now nature animal authority work year yeah break.,Third-party Damage,4.9,Under Investigation
INC-02266,SITE-006,0.06503,35.432385,2024-05-13,Spill,Critical,18.5,Look act place school truth another theory ten arrive bank.,Corrosion,6.0,Open
INC-06009,SITE-003,-2.277577,37.823965,2026-06-08,Near Miss,High,64.5,Less recently science front suddenly easy learn recent.,Material Fatigue,9.2,Under Investigation
INC-01897,SITE-007,-0.08015,34.773717,2026-06-18,Near Miss,,87.6,Throw thus general with indicate agent same chair grow.,Sensor Malfunction,6.9,Under Investigation
INC-03278,SITE-001,-1.310221,36.83321,2026-01-12,Near Miss,High,65.0,Among chair action me during everyone fact Mr sell detail rise customer stand dark teach.,Material Fatigue,7.0,Closed
INC-03707,SITE-001,-1.281344,36.843467,2024-05-22T00:00:00Z,Near Miss,Medium,75.9,Detail democratic her member company become as art international power box culture.,,10.0,Under Investigation
INC-01738,SITE-004,-0.283482,36.067867,13-Jul-2026,Near Miss,Low,81.6,Year hit what color doctor difference factor beat would weight thing traditional.,Valve Failure,5.2,Open
INC-02668,SITE-002,-4.070678,39.691247,2026-07-31,Equipment Failure,High,63.7,Nearly point up growth effort cut mind traditional life sound deep allow.,Valve Failure,2.5,Open
INC-05031,SITE-005,0.543311,35.284734,2023-09-17,Near Miss,Critical,33.7,Effect turn card specific source drop dark theory.,Third-party Damage,5.0,Under Investigation
INC-00946,SITE-002,-4.032058,39.647362,2025-09-24,Spill,Medium,72.0,Term senior development writer administration with hand eight how TV teach affect what final.,,9.6,Under Investigation
INC-01201,SITE-002,-4.024774,39.656755,2023-12-10,Equipment Failure,high,56.2,Property get successful usually professor charge popular same probably son.,Material Fatigue,3.9,Closed
INC-00873,SITE-007,-0.121712,34.776245,02/27/2024,Spill,Low,83.5,Still food treatment letter career statement school actually.,Third-party Damage,3.7,Under Investigation
INC-04704,SITE-007,-0.122968,34.788792,26/03/2024,Near Miss,Low,91.0,Ago behind else action identify item effort newspaper later southern worry trial.,Operator Error,3.5,Closed
INC-02941,SITE-002,-4.02608,39.655817,2026-01-07,spill, Low,100.0,Home note type collection attorney.,,3.8,Under Investigation
INC-02212,SITE-004,-0.276913,36.104319,2025-12-29,Leak,Critical,21.7,Language still TV public condition.,Corrosion,14.0,Under Investigation
INC-02340,SITE-006,0.031592,35.47806,03/22/2024,Leak,Low,84.6,Hope central clearly thank want Republican investment necessary.,Operator Error,10.5,Closed
INC-04885,SITE-001,-1.310533,36.845826,2024-11-28,Equipment Failure,Medium,52.7,Relate full improve particularly show sport name it.,Corrosion,4.6,Under Investigation
INC-00051,SITE-003,-2.319843,37.819802,03/23/2026,Spill,Critical,31.4,Clear water remember perhaps color international marriage meeting grow six somebody middle organization firm process rather side.,,2.1,Closed
INC-04519,SITE-005,0.505786,35.289557,07/15/2026,Leak,Critical,46.3,Sing start but expert fact water thank their camera us.,Valve Failure,5.6,Under Investigation
INC-03975,SITE-007,-0.130138,34.749458,10/04/2026,Near Miss,Low,77.7,Figure thus performance cause Mrs again law section adult how case forget miss family.,Operator Error,8.2,Under Investigation
INC-04309,SITE-005,0.542466,35.254966,2024-02-13,Spill,High,62.0,At six soldier health unit that defense true fact land quality system the.,Corrosion,2.5,Closed
INC-01542,SITE-004,-0.317088,36.061537,2024-01-18,Spill,Medium,73.6,Notice paper body clearly section strategy listen rather hold care attack.,Operator Error,12.6,Under Investigation
INC-03972,SITE-001,-1.263876,36.84957,2026-02-02,Spill,High,72.0,Suffer rate miss employee officer court red kind.,Operator Error,4.5,Closed
INC-02156,SITE-005,0.52708,35.284931,2025-04-27,Equipment Failure,Low,86.4,Fly our simply total soon seven on.,Valve Failure,23.3,Closed
INC-00521,SITE-003,-2.270184,37.859765,2025-04-16,Near Miss,Critical,31.8,Make front culture remember sense different pattern.,Operator Error,5.6,Open
INC-03203,SITE-006,0.05734,35.465962,2023-12-19,Fire,Low,96.3,Manager professional live point hold difference part guy process home.,,29.6,Closed
INC-06038,SITE-003,-2.312804,37.822146,2024-04-19,Spill,High,78.3,Cold senior after mission safe wrong mention pay reduce like product.,Third-party Damage,3.1,Under Investigation
INC-02546,SITE-002,-4.067993,39.692983,2025-06-18,Equipment Failure,Medium,82.2,Yourself production institution risk popular central father light actually race hundred.,Operator Error,11.0,Under Investigation
INC-02463,SITE-002,-4.021418,39.69019,2024-08-03,Equipment Failure,Low,89.5,Information child finish author down almost help summer.,Operator Error,3.3,Closed
INC-01172,SITE-002,-4.028337,39.658991,2026-04-24,Fire,Medium,84.0,Design hotel window my chair position hour project community option stop three expert indeed every career.,Material Fatigue,6.9,Open
INC-00057,SITE-003,-2.311329,37.874385,2024-02-25,Leak,Crit,39.0,Reflect crime expert base save since tree out federal successful entire require.,Material Fatigue,11.3,Under Investigation
INC-03409,SITE-006,0.031225,35.428702,2024-02-19,Spill,Medium,79.2,On series matter laugh girl.,Material Fatigue,5.1,Under Investigation
INC-02807,SITE-007,-0.130577,34.782574,12/28/2024,Equipment Failure,Medium,66.7,Defense attention religious go officer their.,Operator Error,19.6,Under Investigation
INC-02990,SITE-001,-1.270491,36.836459,2023-08-30,Equipment Failure,Low,86.6,Bill staff develop issue lot Mr stuff.,Valve Failure,7.7,Open
INC-01565,SITE-003,-2.272352,37.85711,01-Oct-2023,Spill,High,74.4,Number rate we catch thus police computer window politics TV true thing field never.,Material Fatigue,2.4,Closed
INC-01183,SITE-006,0.072366,35.427667,2025-10-31,Leak,High,85.0,Her price responsibility key avoid carry property enough defense daughter see mouth lawyer detail north forget.,Corrosion,16.6,Under Investigation
INC-01689,SITE-003,-2.278429,37.876441,2023-12-19,Leak,High,67.3,Thousand trouble analysis name treat wonder yeah create before activity treat another role boy different size budget expert reality those stage.,,17.3,Open
INC-03911,SITE-007,-0.087694,34.779594,2024-04-12,Leak,Low,78.5,Manager bag financial hold action would arrive theory support teach almost soldier score perhaps.,Material Fatigue,6.3,Closed
INC-05441,SITE-003,-2.302476,37.817175,05/11/2024,Spill ,Critical,56.5,Rule better wide effect road shake both always do suggest wonder study type.,Corrosion,10.0,Open
INC-00919,SITE-001,-1.280534,36.842003,2024-11-09,Equipment Failure,Low,92.8,Partner individual daughter issue sister read foot event west hear enjoy.,Sensor Malfunction,2.5,Open
INC-05105,SITE-005,0.490697,35.286853,2026-04-29,Near Miss,Low,84.6,Seat ever little team.,,1.2,Open
INC-03010,SITE-006,0.024815,35.440394,2024-03-04,SPILL,Medium,53.7,Fall this possible factor letter movie take effort research son white direction agency people expert.,,4.2,Under Investigation
INC-06027,SITE-003,-2.268914,37.865652,2023-11-25,Near Miss,CRITICAL,45.9,Picture game arm true fight commercial special morning through.,Third-party Damage,10.8,Closed
INC-03766,SITE-004,-0.276391,36.051735,2026-07-07,Equip. Failure,Low,91.4,Feeling this wind lose note tax effort keep.,Third-party Damage,5.0,Closed
INC-04040,SITE-005,0.54566,35.294312,2023-11-29,,Medium,66.3,Improve have likely threat view media ground these leg easy language.,Sensor Malfunction,6.6,Closed
INC-03389,SITE-005,0.5063,35.239931,2026-04-01,Equipment Failure,MEDIUM,78.3,Line method traditional break however politics participant.,Material Fatigue,9.8,Open
INC-05846,SITE-002,-4.070971,39.652539,2026-05-03,Equipment Failure,Medium,79.8,May painting stand research oil night do sister here security office guess manager little large if.,,1.0,Under Investigation
INC-01728,SITE-003,-2.317422,37.863214,2025-04-29,Leak,high,69.1,Task wide unit same fill time.,Third-party Damage,9.7,Under Investigation
INC-00989,SITE-002,-4.07424,39.656311,2024-03-30,Near Miss,High,62.8,Second with challenge hope.,,3.8,Under Investigation
INC-04264,SITE-003,-2.308345,37.874303,2026-02-27,Spill,High,55.0,Since save attorney three.,,3.0,Under Investigation
INC-01577,SITE-003,-2.304257,37.863807,2024-03-14,Leak,Medium,73.1,Listen close choose maintain north list call for visit party others want full blue identify ready single.,,0.5,Under Investigation
INC-03632,SITE-001,-1.263162,36.798046,2023-10-28,Leak,Critical,50.3,Laugh property increase baby full suggest another decide accept always know three after most.,,7.3,Closed
INC-01667,SITE-005,0.544946,35.252078,2025-12-27,Near Miss,,73.3,Talk cup add mind ever history close officer any serious.,Sensor Malfunction,9.5,Closed
INC-02663,SITE-002,-4.024713,39.691813,2026-06-01,Near Miss,Low,85.0,Generation like than return moment turn close artist world catch herself represent item.,Material Fatigue,10.7,Closed
INC-01839,SITE-003,-2.276922,37.828771,2024-07-22,Leak,High,69.4,Style teach wind inside reason probably six government course finish.,Corrosion,13.9,Open
INC-00012,SITE-006,0.066697,35.462752,2025-06-11,Equipment Failure,High,56.1,Heavy agreement room begin course he.,Valve Failure,6.5,Open
INC-02917,SITE-003,-2.270997,37.863448,2025-03-04,Spill,Medium,70.1,Threat experience hold girl.,Operator Error,8.4,Under Investigation
INC-02849,SITE-003,-2.262683,37.863573,2024-05-21,,Critical,38.7,Brother tough foot conference choose which open player upon the.,,3.1,Under Investigation
INC-02260,SITE-002,-4.033449,39.647828,2024-12-28,Equipment Failure,Medium,64.6,Role to admit teach market model coach wind.,Valve Failure,11.6,Open
INC-03394,SITE-002,-4.023165,39.696488,2023-08-26,Fire,Medium,71.3,Speech charge company fine news within manage bed wind glass charge page.,Material Fatigue,5.3,Under Investigation
INC-05323,SITE-003,-2.278671,37.833487,2023-12-19T00:00:00Z,Near Miss,MEDIUM,71.2,Finally day voice since teach modern husband reduce tree industry data.,Third-party Damage,6.4,Closed
INC-02461,SITE-004,-0.274339,36.062499,2025-01-07,Leak,Low,89.8,Son each truth behavior little.,,4.5,Under Investigation
INC-01679,SITE-002,-4.023483,39.657419,07/10/2025,Fire,High,58.8,Contain song agree authority agency study mission person.,Third-party Damage,4.2,Closed
INC-01804,SITE-003,-2.301741,37.861001,16-Nov-2024,,Medium,76.2,Alone general raise floor challenge they natural lay big lose attention from yeah agreement day road collection major commercial.,Material Fatigue,8.4,Closed
INC-05085,SITE-002,-4.031915,39.702494,08/16/2025,NEAR MISS,High,66.4,Bank point opportunity board treatment yourself weight country rest letter until material hot sort culture.,Material Fatigue,5.3,Under Investigation
INC-00143,SITE-003,-2.272635,37.869667,2025-02-25,Fire,Critical,67.7,With for effort car give himself billion music everyone market leg image.,,11.4,Under Investigation
INC-00330,SITE-003,-2.269435,37.867588,2023-11-18,Leak,Critical,42.8,Position matter stock thousand mind worker professor its admit these religious language.,Valve Failure,2.1,Open
INC-03021,SITE-003,-2.303643,37.8219,2026-01-10,Leak,Medium,63.1,Month away actually both bar decade.,Operator Error,1.4,Closed
INC-02417,SITE-006,0.01912,35.427341,2024-12-09,Leak,High,53.0,Law treat recognize technology most challenge one few PM that role where.,,6.7,Open
INC-03934,SITE-001,-1.320164,36.803365,2024-02-22,Near Miss,Low,85.9,Past value Mrs policy environment young red once which per.,Operator Error,6.3,Under Investigation
INC-01778,SITE-005,0.534278,35.256437,2026-07-10,Spill,Low,84.9,Create stay may early across pay ever purpose type recognize.,Material Fatigue,10.1,Open
INC-04049,SITE-007,-0.114639,34.780704,2025-05-08,Near Miss,Medium,74.5,Phone each leader generation agency create daughter car ball.,Third-party Damage,7.4,Open
INC-04690,SITE-003,-2.260865,37.836421,2026-01-18,Spill,Critical,49.7,Central style candidate picture both appear scientist something staff toward help here.,Valve Failure,17.8,Open
INC-01014,SITE-001,-1.264447,36.838046,2026-06-22,Fire,Medium,80.2,Sport wall street include consumer education ahead know.,Third-party Damage,3.0,Under Investigation
INC-00638,SITE-002,-4.066966,39.662354,2024-09-11,Spill,,41.8,Share say information personal quite likely foot discuss hope stock.,,5.6,Closed
INC-05209,SITE-006,0.06979,35.431747,2023-11-06,Fire ,Medium,72.6,Discussion figure type something loss southern.,,1.4,Under Investigation
INC-01287,SITE-004,-0.273556,36.065456,2025-09-13,Fire,Medium,83.2,Huge nothing senior.,Valve Failure,11.0,Closed
INC-00625,SITE-006,0.058252,35.467807,2025-09-09,Near Miss,Critical,48.7,However note ball attention within dark result inside American.,Corrosion,15.3,Under Investigation
INC-04573,SITE-002,-4.07091,39.650084,2024-01-08,Near Miss,Low,84.4,Maybe however such bad still positive he population yeah.,Third-party Damage,26.7,Under Investigation
INC-00467,SITE-006,0.072668,35.433293,2026-05-19,Equipment Failure,High,115.7,Official discussion key suffer away industry itself never senior wear key than show man college skin answer create yourself policy.,Operator Error,3.1,Closed
INC-02161,SITE-004,-0.327284,36.098639,2025-11-16,near miss,Low,80.3,Position poor until its series natural week common ready.,Material Fatigue,3.2,Closed
INC-02769,SITE-006,0.018948,35.440856,05-Feb-2026,Leak,Critical,44.3,Green own somebody subject lot standard right cut though wind wait test recent.,Operator Error,7.6,Under Investigation
INC-04206,SITE-005,0.546995,35.243605,04/05/2025,Near Miss,Low,88.7,Pressure likely rate open item project must.,Third-party Damage,3.0,Closed
INC-03768,SITE-006,0.023798,35.431833,2025-10-17,Leak,Medium,82.5,Would paper plan beyond return sport.,Operator Error,12.3,Closed
INC-02626,SITE-003,-2.319211,37.833741,2025-02-02,Leak,,67.2,Structure return father girl return her opportunity note wait bank.,Valve Failure,4.3,Closed
INC-03648,SITE-005,0.546014,35.282245,2025-12-22,Equipment Failure,Low,96.9,However girl project according operation never image sister.,Valve Failure,5.7,Closed
