audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-02010,SITE-007,2026-06-02,,99.1,Documentation,Own read international call view strong walk reach anything it TV risk fly treatment way chair heavy.,American phone attention through with born reveal cost little explain different modern.,Oscar Harrington,In Progress
AUD-00945,SITE-003,2025-03-05,,63.4,Maintenance Backlog,Successful oil growth machine lay radio experience author water head.,Loss real generation exist international dream also blood opportunity ten those any involve necessary.,Harry Vazquez,Open
AUD-02263,SITE-007,2025-05-21,2025-05-30T00:00:00Z,87.4,Environmental Monitoring,Too game cause short into explain can section second sell skin less later story.,Level how I sit second message class why child address weight soon.,Lawrence Mcdowell,Closed
AUD-01703,SITE-005,29-Feb-2024,2024-03-24,82.9,Maintenance Backlog,Personal key history exist growth oil task head have use physical any.,Necessary choice girl central.,Gabriel Conley,Closed
AUD-00254,SITE-001,2026-07-08T00:00:00Z,07/20/2026,62.9,Containment Integrity,Seek bill remain eat doctor lay during base third machine affect.,Threat mouth reveal to Republican realize civil sell check.,James Freeman,Closed
AUD-02173,SITE-003,2026-04-17,2026-05-18,49.7,Maintenance Backlog,With kind though single task speech century look detail one involve simple.,Pull common training teach recently along walk student voice experience civil.,Jeffery Warren,Closed
AUD-01986,SITE-001,06/12/2024,2025-01-02,88.8,Personnel Training,Task ok possible without against true prepare tell industry continue sport tend toward care major.,,Brian Brown,Closed
AUD-01091,SITE-003,2025-11-18,2025-12-20,85.0,Documentation,Production clearly radio first find area every remain hour computer.,,Lindsay Morales,Closed
AUD-02604,SITE-005,2024-09-28,10-Oct-2024,83.1,Personnel Training,Another must easy information garden common despite why beautiful wonder other this food maybe woman million see score art along feeling stay.,Peace bring set rise blood teacher seat.,Angela Smith,Closed
AUD-01624,SITE-001,2026-04-21,05/10/2026,87.1,Documentation,Fast else purpose cultural leader especially thank wait value challenge light according better.,,Lynn Phillips,Closed
AUD-02239,SITE-005,2024-04-07,,86.6,Leak Detection,Practice indeed loss Democrat professional turn sure total while special treatment technology art or pressure kid although his color city analysis middle sort.,,Tiffany Johnston,Open
AUD-00593,SITE-007,2025-12-13,2026-01-08,94.0,Leak Detection,Even just ability center case compare threat candidate Democrat along wind financial color.,Several officer score experience smile purpose worry.,Ray Carr,Closed
AUD-01766,SITE-001,2025-02-10,2025-03-09,81.2,Leak Detection,Industry box need enter pattern firm step dog.,,Nicole Walsh,Closed
AUD-00918,SITE-003,2025-04-20,,31.7,Emergency Response,Structure nothing especially partner floor program apply number matter here look allow safe even.,Arm give garden operation hour cell inside answer rule.,Jacob Reed,Open
AUD-01442,SITE-005,2026-01-02,,73.1,Environmental Monitoring,Coach when region whom whatever thing push community strategy work visit century value network approach see stop.,Center happen party.,Kimberly Carter,Open
AUD-01066,SITE-002,2025-12-29,2026-01-03,77.9,Containment Integrity,Opportunity simply national but huge Mrs beautiful bag teacher now car sell charge face least pay traditional.,Piece soldier floor serious marriage force system activity.,Debra Savage,Closed
AUD-01906,SITE-001,2025-07-29,,81.9,Personnel Training,Still leg dog court suggest control free born speech suggest feel leave discover physical same data.,Analysis environment left instead seven keep interesting entire may box visit street stay.,Alvin Tucker,Open
AUD-02067,SITE-007,2025-03-24,2025-04-18,96.8,Safety Equipment,Attack allow establish glass onto pressure mother benefit firm forward painting.,,John Sanchez,Closed
AUD-01180,SITE-004,14/04/2024,2024-05-05,95.7,Emergency Response,Question onto deal kind thing purpose rise five special lawyer for total state state skin.,,Regina Mccullough,Closed
AUD-02435,SITE-005,2025-03-25,2025-04-10,94.4,Containment Integrity,Outside summer subject again let write start along man well especially.,,Joshua Flowers,Closed
AUD-02599,SITE-005,2026-06-23,2026-07-09,83.8,Personnel Training,Window ahead huge size manage present adult defense sometimes fill best hard strong young Mr make fast her reveal.,Realize bill anyone Democrat certainly audience.,Thomas Crawford,Closed
AUD-02130,SITE-004,2026-06-27,2026-07-20,81.6,Emergency Response,Buy well wall close bit man ok vote experience store tonight card sit idea item.,Federal animal report foot by do.,Dillon Cunningham,Closed
AUD-00368,SITE-003,2024-04-08,2024-06-27,53.6,Environmental Monitoring,Produce participant have station painting example specific when.,Stop happen bring whatever statement read time meeting.,Manuel Contreras,Closed
AUD-00750,SITE-004,2025-10-20,,76.3,Personnel Training,Either letter live true term community north dream position consumer skill present spend production.,Pick some imagine operation debate American ten trade song.,Emily Brooks,In Progress
AUD-00705,SITE-004,2025-12-17,2026-01-05,79.9,Containment Integrity,Stock maybe week first wear back push across toward.,,Mark Cook,Closed
AUD-01630,SITE-007,2024-10-05T00:00:00Z,17-Oct-2024,68.6,Safety Equipment,Shoulder wind teacher amount treat guess choose majority interesting college loss least everyone rise cup boy number kind.,Way for dream three race than example.,Nicholas Baker,Closed
AUD-00992,SITE-001,2024-02-23,2024-03-17,81.5,Leak Detection,Head visit growth set writer nothing understand week dinner two though.,Eye company safe western building couple hair.,Natalie Wilson,Closed
AUD-02180,SITE-005,2024-03-29,09/04/2024,86.8,Maintenance Backlog,Beyond decide pick citizen apply church natural audience choose two agent especially.,,Gregory Mason,Closed
AUD-01322,SITE-001,2025-06-26,,68.8,Maintenance Backlog,Near several though former the realize ground go religious show official.,Some resource tend enough model together stand determine say project.,Bonnie Henderson,In Progress
AUD-00248,SITE-003,2025-04-09,,47.1,Personnel Training,Move management option end into indicate natural involve explain always data popular up.,Free just indicate expect general speech entire artist strategy field stuff student.,Amanda Henry,Open
AUD-02632,SITE-004,2025-02-17,2025-02-23,75.2,Containment Integrity,News claim too individual various tough better mean prevent local.,Body ago morning need prove growth hotel here defense foreign small recognize item discussion.,Jeffrey Henry,Closed
AUD-01242,SITE-003,2025-05-07,,44.4,Environmental Monitoring,Tree push must work election value friend young question remember near.,,Benjamin Oliver,In Progress
AUD-00104,SITE-001,2025-04-15,,79.2,Environmental Monitoring,Shoulder wear drug prevent view article wind here finish focus point what detail use song age.,Early appear what economic recently almost.,Joshua Bryant,Open
AUD-00359,SITE-002,2026-02-01,2026-02-10,87.5,Containment Integrity,Score age instead my audience hundred air quite serve perhaps pass.,Race church ahead discuss degree risk decade.,Andrew Mccoy,Closed
AUD-01619,SITE-005,02/20/2025,2025-02-25,80.2,Safety Equipment,Bar air office moment structure involve large eat.,Pretty build adult group.,Rodney Smith,Closed
AUD-00243,SITE-001,2025-10-18,,77.6,Emergency Response,Itself hold past step everything with trip purpose story watch.,Road network attorney tend poor business issue travel professional land health.,Michael Sosa,Open
AUD-01018,SITE-005,2025-10-31,,100.0,Emergency Response,What size individual hour rule.,Party task social during picture sport.,Dr. Brian Sanchez Jr.,In Progress
AUD-02047,SITE-006,2025-05-23,,52.9,Maintenance Backlog,Every seat expect soldier fill.,Think program total after avoid special four night not onto.,Jaclyn Reed,Open
AUD-01446,SITE-005,2026-05-01,24-May-2026,100.0,Safety Equipment,Say between upon create speak mind woman light yourself work half cause.,Style clearly energy southern defense peace laugh notice girl.,Tracy Hernandez,Closed
AUD-01111,SITE-003,2024-05-09,,49.0,Containment Integrity,Until cause yourself magazine discuss at room really design personal two government have same again range.,,Tina Barrett,In Progress
AUD-00343,SITE-002,15-Mar-2024,2024-04-09,84.1,Environmental Monitoring,Same onto third benefit level third hair response cover.,Cup stuff itself budget throw top myself economy.,Jeffrey Douglas,Closed
AUD-02806,SITE-001,2024-12-31,26/01/2025,81.8,Leak Detection,In third feeling student develop strong follow like executive share accept attack debate environment develop full board data cup Mr hundred.,,Bradley Warner,Closed
AUD-00415,SITE-001,2025-10-16,14/11/2025,94.1,Personnel Training,Tonight official worry general family available serve how.,,Margaret Curtis,Closed
AUD-00944,SITE-001,2026-01-10,,79.3,Containment Integrity,Medical bar since else pull present do section.,Stuff raise sell girl song reduce end energy commercial strong best talk.,Gerald Paul Jr.,In Progress
AUD-01589,SITE-007,2024-06-08,2024-06-25,80.8,Maintenance Backlog,Still her policy task early past service identify picture on success international.,Avoid thought research season pass we take model.,Kathleen Cole,Closed
AUD-02793,SITE-003,2025-07-26,2025-09-16,85.2,Documentation,Prevent miss her impact argue week land system small century back mission easy population option loss wall red speak question.,Democrat behind game which could where finally.,Joseph Wallace,Closed
AUD-02472,SITE-006,2024-10-25,,85.3,Maintenance Backlog,Fly eat prepare short nor arrive land follow task financial feeling already no finish hundred build budget much.,Reality line cell serious quality stage development.,Melanie Knight,In Progress
AUD-02069,SITE-002,2024-08-08,,57.6,Documentation,Thousand thousand show hand fill turn easy without place he between reach design various.,Republican collection doctor least half shoulder value.,Jenna Figueroa,In Progress
AUD-02144,SITE-007,2025-08-16,2025-09-02,85.5,Containment Integrity,Piece response skill themselves recently of respond woman stop away show.,Produce expert radio available purpose what same town history range.,Patrick Morales,Closed
AUD-00787,SITE-002,2025-12-26,,84.0,Safety Equipment,Beyond like analysis else possible member consumer rather least here over outside issue.,,John Smith,Open
AUD-01505,SITE-001,2024-03-27,,70.2,Containment Integrity,Him order fast clearly onto parent serve our happy as station.,Commercial light nor why woman behind man toward race peace describe forward now.,Kendra Bowman,In Progress
AUD-02060,SITE-005,2026-04-03,2026-04-17,85.7,Personnel Training,Type serve his certain radio trip include low.,Truth good have buy south above.,Paul Mcdonald,Closed
AUD-02016,SITE-001,2026-04-18,,92.8,Containment Integrity,Account them available rule indeed black operation mouth heart believe month culture.,Else wear high increase another source.,Debra Santiago,In Progress
