id,program_id,region,resource_type,allocated_amount,unit,period_start,period_end,source,status,priority_score,rationale
ALLOC-82978f49,PROG-9c0f6edb,Machakos,training_capacity,50,seats,2025-08-07,2025-10-27,manual,approved,,
ALLOC-e4892872,PROG-9c0f6edb,Machakos,budget,459367,KES,2025-08-07,2025-10-27,ml_recommended,rejected,89.84,In est quisquam ipsum occaecati.
ALLOC-3467300e,PROG-9c0f6edb,Machakos,training_capacity,36,seats,2026-01-20,2026-05-16,ml_recommended,pending,46.47,Tempore vero a quisquam accusamus libero.
ALLOC-bb2b1313,PROG-9c0f6edb,Machakos,budget,1357345,KES,2026-01-20,2026-05-16,manual,approved,,
ALLOC-890c6789,PROG-9c0f6edb,Machakos,budget,1891880,KES,2026-05-03,2026-07-17,manual,approved,,
ALLOC-3943c105,PROG-828a29a3,Machakos,field_officer,3,officers,2024-09-13,2024-11-27,ml_recommended,rejected,87.79,Molestiae ab sunt dolores nihil labore illum aspernatur nobis.
ALLOC-4f57cd79,PROG-828a29a3,Machakos,budget,270724,KES,2024-09-13,2024-11-27,ml_recommended,approved,63.04,Sunt eius occaecati reprehenderit dignissimos delectus animi.
ALLOC-ae4faccb,PROG-828a29a3,Machakos,field_officer,5,officers,2024-04-02,2024-07-03,manual,approved,,
ALLOC-1134b3f3,PROG-828a29a3,Machakos,training_capacity,42,seats,2024-04-02,2024-07-03,manual,approved,,
ALLOC-212778df,PROG-828a29a3,Machakos,budget,1556492,KES,2024-04-02,2024-07-03,manual,approved,,
ALLOC-0ea517c1,PROG-828a29a3,Machakos,field_officer,4,officers,2025-03-03,2025-06-01,manual,approved,,
ALLOC-8aabb00f,PROG-828a29a3,Machakos,budget,534529,KES,2025-03-03,2025-06-01,manual,approved,,
ALLOC-1aca9b01,PROG-3d5ab23d,Machakos,field_officer,2,officers,2026-03-08,2026-07-01,manual,approved,,
ALLOC-f2a58e5c,PROG-3d5ab23d,Machakos,budget,1866707,KES,2026-03-08,2026-07-01,manual,approved,,
ALLOC-eac01f02,PROG-3d5ab23d,Machakos,training_capacity,86,seats,2025-02-25,2025-05-04,manual,approved,,
ALLOC-2ad9e162,PROG-3d5ab23d,Machakos,budget,1075706,KES,2025-02-25,2025-05-04,manual,approved,,
ALLOC-8cd6b271,PROG-3d5ab23d,Machakos,field_officer,4,officers,2025-11-10,2026-02-05,manual,approved,,
ALLOC-32c93303,PROG-3d5ab23d,Machakos,budget,901889,KES,2025-11-10,2026-02-05,manual,approved,,
ALLOC-e4124292,PROG-e7819a11,Kajiado,field_officer,3,officers,2025-01-02,2025-03-19,ml_recommended,pending,55.12,Alias sequi pariatur saepe error ullam aliquid impedit.
ALLOC-3d734cae,PROG-e7819a11,Kajiado,training_capacity,30,seats,2025-01-02,2025-03-19,ml_recommended,rejected,26.89,Cum eligendi optio praesentium nemo natus.
ALLOC-9f062343,PROG-e7819a11,Kajiado,budget,180281,KES,2025-01-02,2025-03-19,manual,approved,,
ALLOC-c502282f,PROG-e7819a11,Kajiado,field_officer,3,officers,2025-04-14,2025-06-25,manual,approved,,
ALLOC-11fa15d0,PROG-e7819a11,Kajiado,budget,675593,KES,2025-04-14,2025-06-25,manual,approved,,
ALLOC-1a7aae67,PROG-e7819a11,Kajiado,training_capacity,64,seats,2025-01-30,2025-03-31,ml_recommended,approved,48.4,Quibusdam facere alias quisquam eum tempore reprehenderit quis sapiente.
ALLOC-be11864b,PROG-e7819a11,Kajiado,budget,1474281,KES,2025-01-30,2025-03-31,manual,approved,,
ALLOC-8a1827bb,PROG-95ef02ad,Kajiado,training_capacity,86,seats,2025-06-22,2025-10-06,manual,approved,,
ALLOC-4f1a6349,PROG-95ef02ad,Kajiado,budget,1083015,KES,2025-06-22,2025-10-06,manual,approved,,
ALLOC-ec132687,PROG-95ef02ad,Kajiado,training_capacity,44,seats,2025-10-20,2026-01-09,manual,approved,,
ALLOC-dafca6aa,PROG-95ef02ad,Kajiado,field_officer,5,officers,2025-09-27,2025-12-09,manual,approved,,
ALLOC-c757dbbc,PROG-95ef02ad,Kajiado,training_capacity,36,seats,2025-09-27,2025-12-09,manual,approved,,
ALLOC-e7e644a3,PROG-1b7c4853,Kajiado,field_officer,2,officers,2026-05-22,2026-09-12,manual,approved,,
ALLOC-611f490a,PROG-1b7c4853,Kajiado,training_capacity,71,seats,2026-05-22,2026-09-12,ml_recommended,approved,40.97,Eos consequatur possimus earum minima.
ALLOC-404a782e,PROG-1b7c4853,Kajiado,budget,1290296,KES,2026-05-22,2026-09-12,ml_recommended,rejected,30.76,Distinctio distinctio animi necessitatibus voluptatem minus assumenda quam non ratione.
ALLOC-38741522,PROG-1b7c4853,Kajiado,field_officer,5,officers,2025-12-05,2026-03-11,ml_recommended,approved,47.36,Incidunt sed ea nemo numquam unde nostrum.
ALLOC-4a2417d4,PROG-1b7c4853,Kajiado,training_capacity,70,seats,2025-12-05,2026-03-11,manual,approved,,
ALLOC-b1c1bd24,PROG-1b7c4853,Kajiado,budget,1095680,KES,2025-12-05,2026-03-11,manual,approved,,
ALLOC-4a0e3f1f,PROG-1b7c4853,Kajiado,field_officer,3,officers,2026-04-06,2026-07-03,manual,approved,,
ALLOC-96667590,PROG-1b7c4853,Kajiado,training_capacity,90,seats,2026-04-06,2026-07-03,manual,approved,,
ALLOC-320525af,PROG-1b7c4853,Kajiado,field_officer,2,officers,2026-04-23,2026-07-23,manual,approved,,
ALLOC-f13e3fb1,PROG-1b7c4853,Kajiado,budget,588719,KES,2026-04-23,2026-07-23,manual,approved,,
ALLOC-b18fce08,PROG-1b7c4853,Kajiado,field_officer,3,officers,2026-03-14,2026-05-17,manual,approved,,
ALLOC-b8b27da6,PROG-1b7c4853,Kajiado,training_capacity,72,seats,2026-03-14,2026-05-17,manual,approved,,
ALLOC-7fd9b57c,PROG-373263ea,Kajiado,field_officer,1,officers,2025-07-29,2025-10-23,manual,approved,,
ALLOC-2c547b5e,PROG-373263ea,Kajiado,budget,1925464,KES,2025-07-29,2025-10-23,manual,approved,,
ALLOC-87ab28b6,PROG-373263ea,Kajiado,training_capacity,97,seats,2025-04-13,2025-08-03,manual,approved,,
ALLOC-bf01987b,PROG-373263ea,Kajiado,budget,525664,KES,2025-04-13,2025-08-03,manual,approved,,
ALLOC-173e1d8a,PROG-373263ea,Kajiado,field_officer,1,officers,2025-12-28,2026-03-27,ml_recommended,approved,77.72,Maxime occaecati laudantium debitis non provident voluptatem a ad.
ALLOC-bc253acb,PROG-373263ea,Kajiado,training_capacity,51,seats,2025-12-28,2026-03-27,manual,approved,,
ALLOC-6c45b8ea,PROG-f5f0c50b,Meru,field_officer,1,officers,2025-12-19,2026-03-18,manual,approved,,
ALLOC-dec385b7,PROG-f5f0c50b,Meru,budget,1568670,KES,2025-12-19,2026-03-18,ml_recommended,approved,47.38,Reiciendis qui dignissimos nostrum impedit aliquid expedita rem distinctio odit porro.
ALLOC-6b82828c,PROG-f5f0c50b,Meru,field_officer,5,officers,2025-03-02,2025-05-27,manual,approved,,
ALLOC-222e3a26,PROG-f5f0c50b,Meru,training_capacity,43,seats,2025-03-02,2025-05-27,manual,approved,,
ALLOC-0361914e,PROG-f5f0c50b,Meru,budget,1565164,KES,2025-03-02,2025-05-27,ml_recommended,pending,80.94,Ratione est magni eum ab placeat exercitationem.
ALLOC-530aac44,PROG-f5f0c50b,Meru,field_officer,3,officers,2025-06-11,2025-10-05,manual,approved,,
ALLOC-cddf03d7,PROG-f5f0c50b,Meru,training_capacity,47,seats,2025-06-11,2025-10-05,ml_recommended,approved,73.33,Nulla adipisci cupiditate ex excepturi perferendis totam reiciendis officia laboriosam.
ALLOC-79e057b9,PROG-f5f0c50b,Meru,budget,873287,KES,2025-06-11,2025-10-05,manual,approved,,
ALLOC-7a2b99ab,PROG-f5f0c50b,Meru,training_capacity,77,seats,2024-12-20,2025-03-22,manual,approved,,
ALLOC-e6949ff9,PROG-f5f0c50b,Meru,budget,193606,KES,2024-12-20,2025-03-22,manual,approved,,
ALLOC-420a668c,PROG-f5f0c50b,Meru,field_officer,4,officers,2024-11-17,2025-02-25,manual,approved,,
ALLOC-8d31d770,PROG-961d8d5e,Meru,field_officer,2,officers,2025-10-06,2025-12-05,manual,approved,,
ALLOC-b1b25ab7,PROG-961d8d5e,Meru,budget,243103,KES,2025-10-06,2025-12-05,manual,approved,,
ALLOC-85c9fed4,PROG-961d8d5e,Meru,training_capacity,80,seats,2026-03-14,2026-05-28,ml_recommended,approved,31.94,Itaque sint tempore iure repellendus unde animi maxime natus perspiciatis nam.
ALLOC-2fa2794c,PROG-961d8d5e,Meru,budget,310795,KES,2026-03-14,2026-05-28,manual,approved,,
ALLOC-b7fbc8d1,PROG-961d8d5e,Meru,training_capacity,21,seats,2025-10-28,2026-01-30,manual,approved,,
ALLOC-595383c2,PROG-961d8d5e,Meru,budget,850962,KES,2025-10-28,2026-01-30,manual,approved,,
ALLOC-6c5cc8b3,PROG-961d8d5e,Meru,training_capacity,76,seats,2026-03-28,2026-05-29,manual,approved,,
ALLOC-e5670533,PROG-961d8d5e,Meru,field_officer,1,officers,2026-04-22,2026-07-24,manual,approved,,
ALLOC-2a2d8cca,PROG-961d8d5e,Meru,training_capacity,26,seats,2026-04-22,2026-07-24,manual,approved,,
ALLOC-a5a8bd28,PROG-961d8d5e,Meru,budget,891455,KES,2026-04-22,2026-07-24,ml_recommended,rejected,46.23,Dignissimos placeat reiciendis suscipit.
ALLOC-4cb1825d,PROG-ace82afc,Meru,field_officer,1,officers,2025-01-27,2025-04-02,ml_recommended,approved,33.45,Architecto corrupti sapiente excepturi fugiat modi cumque non.
ALLOC-f8fdb952,PROG-ace82afc,Meru,training_capacity,48,seats,2025-01-27,2025-04-02,ml_recommended,pending,78.48,Nisi sint quibusdam provident et adipisci.
ALLOC-e1e5963d,PROG-ace82afc,Meru,budget,1618362,KES,2025-01-27,2025-04-02,manual,approved,,
ALLOC-49b03067,PROG-ace82afc,Meru,field_officer,3,officers,2025-09-05,2025-12-06,manual,approved,,
ALLOC-c18a6dda,PROG-ace82afc,Meru,training_capacity,99,seats,2025-09-05,2025-12-06,manual,approved,,
ALLOC-08d49a2c,PROG-ace82afc,Meru,budget,997330,KES,2025-09-05,2025-12-06,manual,approved,,
ALLOC-67ea2f34,PROG-ace82afc,Meru,field_officer,2,officers,2025-02-10,2025-04-17,manual,approved,,
ALLOC-a412cf15,PROG-ace82afc,Meru,training_capacity,21,seats,2025-02-10,2025-04-17,manual,approved,,
ALLOC-4cd9561e,PROG-ace82afc,Meru,budget,238446,KES,2025-02-10,2025-04-17,manual,approved,,
ALLOC-19d5ea56,PROG-85629e1e,Nyeri,field_officer,1,officers,2026-03-02,2026-06-09,ml_recommended,approved,73.73,Assumenda soluta fuga repudiandae esse minima cupiditate fugiat.
ALLOC-6892e8c4,PROG-85629e1e,Nyeri,training_capacity,33,seats,2026-03-02,2026-06-09,manual,approved,,
ALLOC-69b6678b,PROG-85629e1e,Nyeri,field_officer,1,officers,2026-01-20,2026-03-31,manual,approved,,
ALLOC-ba2b5f41,PROG-85629e1e,Nyeri,budget,1521660,KES,2026-01-20,2026-03-31,ml_recommended,approved,29.31,Quod totam ipsam ad laboriosam.
ALLOC-ca99053b,PROG-85629e1e,Nyeri,training_capacity,81,seats,2025-07-02,2025-10-10,manual,approved,,
ALLOC-780f8d52,PROG-85629e1e,Nyeri,budget,1326911,KES,2025-07-02,2025-10-10,manual,approved,,
ALLOC-0f563ebc,PROG-85629e1e,Nyeri,training_capacity,21,seats,2025-12-21,2026-03-31,manual,approved,,
ALLOC-23493f06,PROG-85629e1e,Nyeri,budget,1980682,KES,2025-12-21,2026-03-31,manual,approved,,
ALLOC-b5492ef5,PROG-8b381880,Nyeri,field_officer,1,officers,2026-04-01,2026-07-18,manual,approved,,
ALLOC-6885854c,PROG-8b381880,Nyeri,training_capacity,57,seats,2026-04-01,2026-07-18,manual,approved,,
ALLOC-31909ab6,PROG-8b381880,Nyeri,budget,1446453,KES,2026-04-01,2026-07-18,manual,approved,,
ALLOC-cd2460a0,PROG-8b381880,Nyeri,training_capacity,60,seats,2026-04-09,2026-07-25,manual,approved,,
ALLOC-70b97d63,PROG-8b381880,Nyeri,training_capacity,56,seats,2026-05-18,2026-09-05,ml_recommended,pending,71.3,Culpa excepturi laboriosam soluta est eveniet quo atque voluptatem.
ALLOC-e286cc70,PROG-8b381880,Nyeri,budget,531630,KES,2026-05-18,2026-09-05,manual,approved,,
ALLOC-280e6fbb,PROG-28089117,Nyeri,training_capacity,43,seats,2026-02-15,2026-05-24,manual,approved,,
ALLOC-c6bdd12e,PROG-28089117,Nyeri,budget,1924242,KES,2026-02-15,2026-05-24,manual,approved,,
ALLOC-6cee88b3,PROG-28089117,Nyeri,field_officer,2,officers,2026-02-08,2026-04-12,ml_recommended,pending,32.16,Perspiciatis consequatur quam itaque quae minima a ut porro nisi.
ALLOC-3ecc3457,PROG-28089117,Nyeri,training_capacity,46,seats,2026-02-08,2026-04-12,manual,approved,,
ALLOC-292b4ebb,PROG-28089117,Nyeri,budget,1620412,KES,2026-02-08,2026-04-12,manual,approved,,
ALLOC-c8fdf07a,PROG-28089117,Nyeri,field_officer,4,officers,2026-02-01,2026-05-18,manual,approved,,
ALLOC-c9e258f3,PROG-28089117,Nyeri,training_capacity,56,seats,2026-02-01,2026-05-18,manual,approved,,
ALLOC-8dfbacf6,PROG-11d48786,Nyeri,training_capacity,66,seats,2025-12-31,2026-04-25,manual,approved,,
ALLOC-9de6985f,PROG-11d48786,Nyeri,budget,1025632,KES,2025-12-31,2026-04-25,manual,approved,,
ALLOC-6102c931,PROG-11d48786,Nyeri,field_officer,2,officers,2026-03-28,2026-07-13,ml_recommended,approved,21.39,Ex suscipit aut quisquam quia.
ALLOC-6a15bda9,PROG-11d48786,Nyeri,training_capacity,30,seats,2026-03-28,2026-07-13,ml_recommended,rejected,61.66,Neque est tempora eum.
ALLOC-737a72a9,PROG-11d48786,Nyeri,budget,1623891,KES,2026-03-28,2026-07-13,manual,approved,,
ALLOC-726a1149,PROG-11d48786,Nyeri,field_officer,3,officers,2026-01-28,2026-04-27,manual,approved,,
ALLOC-6c011708,PROG-11d48786,Nyeri,training_capacity,29,seats,2026-01-28,2026-04-27,manual,approved,,
ALLOC-a48aaa9b,PROG-eb1c24d8,Nyeri,field_officer,1,officers,2024-05-31,2024-09-26,ml_recommended,approved,46.2,Enim minus quo perferendis earum culpa.
ALLOC-54b07cc4,PROG-eb1c24d8,Nyeri,training_capacity,73,seats,2024-05-31,2024-09-26,ml_recommended,rejected,46.12,Accusamus numquam maiores dignissimos expedita.
ALLOC-39b9e9d7,PROG-eb1c24d8,Nyeri,budget,1444376,KES,2024-05-31,2024-09-26,ml_recommended,pending,81.95,Earum velit rem nemo cupiditate est tempora molestiae.
ALLOC-3cd6f293,PROG-eb1c24d8,Nyeri,training_capacity,75,seats,2024-04-30,2024-07-23,ml_recommended,approved,72.61,Consectetur iusto perferendis autem amet.
ALLOC-a1478010,PROG-eb1c24d8,Nyeri,budget,1587150,KES,2024-04-30,2024-07-23,manual,approved,,
ALLOC-4a26accb,PROG-eb1c24d8,Nyeri,field_officer,4,officers,2025-11-29,2026-02-20,ml_recommended,approved,36.96,Hic provident tempora occaecati porro ipsum explicabo ex dicta.
ALLOC-5a4c10bc,PROG-eb1c24d8,Nyeri,training_capacity,66,seats,2025-11-29,2026-02-20,manual,approved,,
ALLOC-fe031bd5,PROG-eb1c24d8,Nyeri,budget,1562703,KES,2025-11-29,2026-02-20,manual,approved,,
ALLOC-f488d720,PROG-b8b2bf06,Kilifi,field_officer,2,officers,2025-07-29,2025-11-04,manual,approved,,
ALLOC-f26e8982,PROG-b8b2bf06,Kilifi,training_capacity,40,seats,2025-07-29,2025-11-04,manual,approved,,
ALLOC-fe709014,PROG-b8b2bf06,Kilifi,budget,495991,KES,2025-12-02,2026-02-25,ml_recommended,pending,49.88,Aspernatur ullam quisquam necessitatibus at rem praesentium atque est officia.
ALLOC-34844847,PROG-b8b2bf06,Kilifi,training_capacity,68,seats,2025-09-09,2025-12-10,manual,approved,,
ALLOC-282721dd,PROG-68d428ee,Kilifi,field_officer,3,officers,2024-11-26,2025-03-06,ml_recommended,pending,34.67,Iusto veniam corporis tempore ducimus facilis delectus totam ex.
ALLOC-d3f323c1,PROG-68d428ee,Kilifi,budget,113464,KES,2024-11-26,2025-03-06,ml_recommended,approved,20.11,Iste adipisci labore expedita itaque cupiditate quisquam non.
ALLOC-29f67b6a,PROG-68d428ee,Kilifi,field_officer,5,officers,2024-10-17,2025-02-03,manual,approved,,
ALLOC-339b5adc,PROG-68d428ee,Kilifi,training_capacity,75,seats,2024-10-17,2025-02-03,manual,approved,,
ALLOC-b9a2ab78,PROG-68d428ee,Kilifi,budget,1576493,KES,2024-10-17,2025-02-03,manual,approved,,
ALLOC-008bb142,PROG-12660354,Kilifi,training_capacity,47,seats,2025-04-09,2025-07-10,manual,approved,,
ALLOC-fb02251a,PROG-12660354,Kilifi,budget,483211,KES,2025-04-09,2025-07-10,ml_recommended,pending,88.81,Magni illo quae autem nam architecto.
ALLOC-d370002a,PROG-12660354,Kilifi,field_officer,5,officers,2026-03-28,2026-06-22,manual,approved,,
ALLOC-a4237ff7,PROG-12660354,Kilifi,training_capacity,30,seats,2026-03-28,2026-06-22,manual,approved,,
ALLOC-f121f1af,PROG-12660354,Kilifi,budget,680412,KES,2026-03-28,2026-06-22,manual,approved,,
ALLOC-cbce07cf,PROG-12660354,Kilifi,field_officer,4,officers,2025-01-21,2025-04-28,manual,approved,,
ALLOC-9580556a,PROG-12660354,Kilifi,training_capacity,27,seats,2025-01-21,2025-04-28,manual,approved,,
ALLOC-727a669e,PROG-12660354,Kilifi,training_capacity,47,seats,2025-12-12,2026-03-19,manual,approved,,
ALLOC-7d95ca26,PROG-12660354,Kilifi,budget,1364550,KES,2025-12-12,2026-03-19,manual,approved,,
ALLOC-5674a246,PROG-12660354,Kilifi,field_officer,4,officers,2026-05-13,2026-08-29,manual,approved,,
ALLOC-b8e95231,PROG-12660354,Kilifi,training_capacity,74,seats,2026-05-13,2026-08-29,manual,approved,,
ALLOC-8b2ad812,PROG-12660354,Kilifi,budget,819485,KES,2026-05-13,2026-08-29,ml_recommended,approved,85.87,Minus id impedit nulla molestias voluptate fugit.
ALLOC-be81ff79,PROG-7703bce9,Kilifi,field_officer,3,officers,2026-04-10,2026-07-18,ml_recommended,approved,20.22,Dignissimos possimus inventore voluptatem necessitatibus exercitationem possimus cupiditate.
ALLOC-78fbb811,PROG-7703bce9,Kilifi,budget,1852005,KES,2026-04-10,2026-07-18,ml_recommended,pending,62.13,Qui quae saepe beatae nisi.
ALLOC-b136adf4,PROG-7703bce9,Kilifi,budget,1047740,KES,2026-04-29,2026-07-15,manual,approved,,
ALLOC-80083465,PROG-7703bce9,Kilifi,field_officer,4,officers,2026-05-16,2026-09-08,manual,approved,,
ALLOC-188d1b50,PROG-7703bce9,Kilifi,training_capacity,61,seats,2026-05-16,2026-09-08,manual,approved,,
ALLOC-bf6f6cd4,PROG-7703bce9,Kilifi,budget,195953,KES,2026-05-16,2026-09-08,ml_recommended,approved,67.46,Nam reprehenderit debitis veritatis architecto autem repellendus quo.
ALLOC-ed092e52,PROG-7703bce9,Kilifi,field_officer,5,officers,2026-03-22,2026-06-28,ml_recommended,approved,85.74,Eveniet officia aperiam dolor consequuntur neque quidem repellat.
ALLOC-79b9c09e,PROG-7703bce9,Kilifi,budget,1480636,KES,2026-03-22,2026-06-28,ml_recommended,rejected,71.4,Optio iste eos nulla ipsum dignissimos.
ALLOC-5e046b2c,PROG-7703bce9,Kilifi,field_officer,2,officers,2026-03-30,2026-07-06,ml_recommended,rejected,74.94,Error recusandae perspiciatis ullam vel quaerat totam voluptatibus.
ALLOC-b7a13f59,PROG-7703bce9,Kilifi,budget,1144224,KES,2026-03-30,2026-07-06,ml_recommended,approved,67.11,Ab voluptates illo consectetur eos fuga molestias amet provident reprehenderit.
ALLOC-dfe5a6d7,PROG-0cf61d24,Kilifi,field_officer,1,officers,2025-10-26,2026-02-20,manual,approved,,
ALLOC-cf737eed,PROG-0cf61d24,Kilifi,training_capacity,51,seats,2025-10-26,2026-02-20,manual,approved,,
ALLOC-10b77835,PROG-0cf61d24,Kilifi,field_officer,4,officers,2026-02-28,2026-06-12,ml_recommended,pending,85.03,Autem eligendi adipisci inventore nihil numquam quae illo.
ALLOC-ea710b7f,PROG-0cf61d24,Kilifi,training_capacity,69,seats,2026-02-28,2026-06-12,ml_recommended,pending,38.03,Molestias optio labore deleniti fugit unde saepe culpa voluptatum.
ALLOC-e6888916,PROG-0cf61d24,Kilifi,budget,1982216,KES,2026-02-28,2026-06-12,manual,approved,,
ALLOC-a5f791f5,PROG-0cf61d24,Kilifi,training_capacity,82,seats,2026-03-02,2026-05-09,manual,approved,,
ALLOC-a0049f43,PROG-0cf61d24,Kilifi,budget,1928591,KES,2026-03-02,2026-05-09,manual,approved,,
ALLOC-2293a2eb,PROG-0cf61d24,Kilifi,training_capacity,63,seats,2026-02-07,2026-05-27,manual,approved,,
ALLOC-b9111ec2,PROG-0cf61d24,Kilifi,field_officer,5,officers,2026-03-20,2026-07-04,ml_recommended,approved,36.34,Consequatur asperiores accusamus quam laborum ipsa.
ALLOC-ed60be0d,PROG-0cf61d24,Kilifi,training_capacity,57,seats,2026-03-20,2026-07-04,manual,approved,,
ALLOC-b41232cb,PROG-0cf61d24,Kilifi,budget,1653111,KES,2026-03-20,2026-07-04,manual,approved,,
ALLOC-de5dd3a8,PROG-9e35f4b7,Kakamega,field_officer,3,officers,2026-05-07,2026-09-04,manual,approved,,
ALLOC-7fe69fc6,PROG-9e35f4b7,Kakamega,training_capacity,68,seats,2026-05-07,2026-09-04,manual,approved,,
ALLOC-916200d4,PROG-9e35f4b7,Kakamega,budget,229782,KES,2026-05-07,2026-09-04,manual,approved,,
ALLOC-82d068e3,PROG-9e35f4b7,Kakamega,field_officer,4,officers,2025-07-27,2025-11-18,manual,approved,,
ALLOC-420d3652,PROG-9e35f4b7,Kakamega,training_capacity,36,seats,2025-07-27,2025-11-18,manual,approved,,
ALLOC-93596c38,PROG-9e35f4b7,Kakamega,budget,565864,KES,2025-07-27,2025-11-18,manual,approved,,
ALLOC-d7252429,PROG-9e35f4b7,Kakamega,training_capacity,57,seats,2025-04-25,2025-07-28,ml_recommended,approved,51.9,Assumenda odit impedit iste ratione non.
ALLOC-63c2e72d,PROG-9e35f4b7,Kakamega,budget,405913,KES,2025-04-25,2025-07-28,manual,approved,,
ALLOC-44916462,PROG-4d021f8b,Kakamega,field_officer,1,officers,2026-05-15,2026-08-03,manual,approved,,
ALLOC-e5ca59b5,PROG-4d021f8b,Kakamega,budget,1423464,KES,2026-05-15,2026-08-03,ml_recommended,approved,69.29,Numquam iste incidunt reprehenderit harum dolorem incidunt ab libero.
ALLOC-48ce36d4,PROG-4d021f8b,Kakamega,training_capacity,46,seats,2026-05-01,2026-07-03,ml_recommended,rejected,35.76,Quae earum unde nemo alias alias laboriosam.
ALLOC-76c504c2,PROG-7bd3b262,Kakamega,training_capacity,40,seats,2026-05-07,2026-08-06,ml_recommended,approved,43.62,Beatae laboriosam porro consequuntur quasi voluptates voluptates quod.
ALLOC-110c401e,PROG-7bd3b262,Kakamega,budget,830453,KES,2026-05-07,2026-08-06,ml_recommended,approved,56.95,Maxime minima nostrum doloribus occaecati optio pariatur placeat molestiae.
ALLOC-3e26922f,PROG-7bd3b262,Kakamega,field_officer,2,officers,2025-12-11,2026-02-27,manual,approved,,
ALLOC-950deff5,PROG-7bd3b262,Kakamega,training_capacity,32,seats,2025-12-11,2026-02-27,manual,approved,,
ALLOC-843b13a7,PROG-71e8d7cd,Kakamega,field_officer,4,officers,2025-03-01,2025-06-05,manual,approved,,
ALLOC-7410346b,PROG-71e8d7cd,Kakamega,training_capacity,47,seats,2025-03-01,2025-06-05,ml_recommended,pending,65.59,Est amet exercitationem quod iusto maiores iusto quasi in vero.
ALLOC-996dab3f,PROG-71e8d7cd,Kakamega,budget,1895458,KES,2025-03-01,2025-06-05,manual,approved,,
ALLOC-211a9621,PROG-71e8d7cd,Kakamega,training_capacity,41,seats,2025-02-13,2025-05-08,ml_recommended,pending,88.19,Enim alias ullam quibusdam quas natus aperiam.
ALLOC-e659c6d9,PROG-71e8d7cd,Kakamega,budget,210042,KES,2025-02-13,2025-05-08,manual,approved,,
ALLOC-1498d671,PROG-71e8d7cd,Kakamega,field_officer,4,officers,2026-02-24,2026-06-05,ml_recommended,approved,48.28,Neque nemo omnis eos qui ad laborum consectetur asperiores.
ALLOC-c687ea96,PROG-71e8d7cd,Kakamega,training_capacity,50,seats,2026-02-24,2026-06-05,manual,approved,,
ALLOC-c6d0f0fb,PROG-71e8d7cd,Kakamega,budget,1350228,KES,2026-02-24,2026-06-05,ml_recommended,approved,46.28,Dolorum nulla eius ducimus qui nobis tenetur.
